"","Team","Game","Date","Home","Opponent","WINorLOSS","TeamPoints","OpponentPoints","FieldGoals","FieldGoalsAttempted","FieldGoals.","X3PointShots","X3PointShotsAttempted","X3PointShots.","FreeThrows","FreeThrowsAttempted","FreeThrows.","OffRebounds","TotalRebounds","Assists","Steals","Blocks","Turnovers","TotalFouls","Opp.FieldGoals","Opp.FieldGoalsAttempted","Opp.FieldGoals.","Opp.3PointShots","Opp.3PointShotsAttempted","Opp.3PointShots.","Opp.FreeThrows","Opp.FreeThrowsAttempted","Opp.FreeThrows.","Opp.OffRebounds","Opp.TotalRebounds","Opp.Assists","Opp.Steals","Opp.Blocks","Opp.Turnovers","Opp.TotalFouls"
"5358","UTA","53",2016-02-18,"Away","WAS","L","89","103","31","77",".403","4","15",".267","23","29",".793","12","48","20","9","6","23","21","42","86",".488","7","18",".389","12","21",".571","6","36","25","14","10","11","20"
"5458","UTA","54",2016-02-19,"Home","BOS","W","111","93","37","68",".544","10","23",".435","27","44",".614","8","51","22","4","8","15","26","30","81",".370","7","25",".280","26","36",".722","8","34","18","8","3","7","31"
"5558","UTA","55",2016-02-21,"Away","POR","L","111","115","43","86",".500","8","16",".500","17","23",".739","12","38","19","6","10","11","26","39","90",".433","12","32",".375","25","38",".658","23","48","20","7","6","12","21"
"5658","UTA","56",2016-02-23,"Home","HOU","W","117","114","38","74",".514","10","24",".417","31","38",".816","8","41","22","11","4","21","29","36","87",".414","11","34",".324","31","41",".756","11","35","17","15","4","14","28"
"5758","UTA","57",2016-02-25,"Home","SAS","L","78","96","33","77",".429","3","17",".176","9","12",".750","4","31","15","6","2","11","10","38","79",".481","9","18",".500","11","12",".917","9","43","17","5","5","11","16"
"5858","UTA","58",2016-02-27,"Home","BRK","L","96","98","37","89",".416","5","20",".250","17","25",".680","16","48","14","11","9","21","19","40","84",".476","7","15",".467","11","17",".647","8","45","23","12","2","19","21"
"5958","UTA","59",2016-02-29,"Away","BOS","L","95","100","38","101",".376","7","24",".292","12","17",".706","15","52","23","6","4","9","21","37","84",".440","6","18",".333","20","29",".690","11","47","27","6","13","9","18"
"6058","UTA","60",2016-03-02,"Away","TOR","L","94","104","37","83",".446","10","26",".385","10","16",".625","10","33","21","6","6","9","21","40","80",".500","6","22",".273","18","21",".857","10","45","12","7","5","9","18"
"6195","UTA","61",2016-03-04,"Away","MEM","L","88","94","32","75",".427","5","19",".263","19","29",".655","12","45","21","6","5","17","18","37","81",".457","4","18",".222","16","19",".842","9","42","14","8","5","11","22"
"6260","UTA","62",2016-03-05,"Away","NOP","W","106","94","37","78",".474","6","20",".300","26","27",".963","10","53","23","4","10","14","17","38","92",".413","9","19",".474","9","11",".818","6","32","25","6","5","8","27"
"6358","UTA","63",2016-03-08,"Home","ATL","L","84","91","30","86",".349","7","26",".269","17","23",".739","15","54","16","10","4","20","14","38","80",".475","8","25",".320","7","14",".500","4","41","15","9","4","16","19"
"6458","UTA","64",2016-03-09,"Away","GSW","L","94","115","32","79",".405","8","20",".400","22","31",".710","14","42","21","9","4","18","16","48","84",".571","13","30",".433","6","10",".600","9","39","36","10","7","15","23"
"6558","UTA","65",2016-03-11,"Home","WAS","W","114","93","38","67",".567","9","16",".563","29","38",".763","4","42","15","10","4","18","19","35","80",".438","7","24",".292","16","22",".727","6","29","20","9","1","14","28"
"6658","UTA","66",2016-03-13,"Away","SAC","W","108","99","39","82",".476","12","28",".429","18","22",".818","11","47","26","8","3","16","22","38","81",".469","9","21",".429","14","21",".667","8","36","25","8","5","10","20"
"6758","UTA","67",2016-03-14,"Home","CLE","W","94","85","35","71",".493","12","27",".444","12","14",".857","8","40","20","3","4","12","15","35","88",".398","10","43",".233","5","8",".625","13","39","18","6","3","8","16"
"6858","UTA","68",2016-03-17,"Home","PHO","W","103","69","43","88",".489","11","25",".440","6","9",".667","9","51","21","14","5","16","18","28","82",".341","6","26",".231","7","14",".500","10","43","14","9","1","21","16"
"6958","UTA","69",2016-03-19,"Away","CHI","L","85","92","35","86",".407","8","27",".296","7","12",".583","15","40","22","5","4","10","14","39","80",".488","6","19",".316","8","11",".727","11","42","24","4","6","11","12"
"7058","UTA","70",2016-03-20,"Away","MIL","W","94","85","34","83",".410","13","38",".342","13","14",".929","16","44","24","8","4","17","13","34","65",".523","3","8",".375","14","17",".824","2","27","21","10","10","13","11"
"7195","UTA","71",2016-03-23,"Away","HOU","W","89","87","31","77",".403","11","29",".379","16","20",".800","13","48","22","8","5","22","19","33","74",".446","9","23",".391","12","22",".545","4","32","22","13","9","14","21"
"7260","UTA","72",2016-03-24,"Away","OKC","L","91","113","35","73",".479","5","22",".227","16","23",".696","9","36","18","8","3","18","22","45","83",".542","9","22",".409","14","22",".636","10","39","27","13","4","14","16"
"7358","UTA","73",2016-03-26,"Away","MIN","W","93","84","39","83",".470","9","21",".429","6","7",".857","7","45","21","5","9","12","16","32","84",".381","4","11",".364","16","19",".842","9","41","18","9","4","10","13"
"7458","UTA","74",2016-03-28,"Home","LAL","W","123","75","46","89",".517","17","32",".531","14","19",".737","13","57","26","4","7","7","18","26","85",".306","7","20",".350","16","22",".727","7","37","11","5","6","9","19"
"7558","UTA","75",2016-03-30,"Home","GSW","L","96","103","37","92",".402","9","32",".281","13","29",".448","16","54","14","11","2","15","23","39","89",".438","12","35",".343","13","18",".722","9","46","19","6","6","18","21"
"7658","UTA","76",2016-04-01,"Home","MIN","W","98","85","38","72",".528","8","22",".364","14","23",".609","11","43","13","9","5","15","11","35","79",".443","9","23",".391","6","10",".600","10","34","25","11","1","15","20"
"7758","UTA","77",2016-04-03,"Away","PHO","W","101","86","39","81",".481","10","27",".370","13","17",".765","4","33","27","9","10","10","20","33","78",".423","8","27",".296","12","19",".632","12","45","16","5","1","21","19"
"7858","UTA","78",2016-04-05,"Home","SAS","L","86","88","32","68",".471","5","17",".294","17","21",".810","5","40","13","5","4","16","18","32","72",".444","7","17",".412","17","19",".895","4","32","16","10","4","8","16"
"7958","UTA","79",2016-04-08,"Home","LAC","L","99","102","36","82",".439","11","31",".355","16","23",".696","9","47","14","7","6","18","15","37","83",".446","13","29",".448","15","19",".789","8","44","16","13","3","11","20"
"8058","UTA","80",2016-04-10,"Away","DEN","W","100","84","36","79",".456","12","31",".387","16","21",".762","11","49","19","7","8","9","14","32","80",".400","6","27",".222","14","19",".737","6","41","18","6","7","11","19"
"8159","UTA","81",2016-04-11,"Home","DAL","L","92","101","35","77",".455","9","33",".273","13","18",".722","6","38","21","5","3","10","16","36","81",".444","11","32",".344","18","22",".818","10","47","19","7","2","9","15"
"8258","UTA","82",2016-04-13,"Away","LAL","L","96","101","39","83",".470","9","30",".300","9","15",".600","8","38","27","10","1","13","16","41","85",".482","6","25",".240","13","15",".867","8","47","19","6","3","13","17"
"1196","WAS","1",2015-10-28,"Away","ORL","W","88","87","33","84",".393","7","28",".250","15","25",".600","15","49","17","8","9","17","14","37","100",".370","5","26",".192","8","12",".667","17","56","20","9","6","14","22"
"2196","WAS","2",2015-10-30,"Away","MIL","W","118","113","35","68",".515","12","21",".571","36","44",".818","8","37","25","7","5","21","20","42","82",".512","7","24",".292","22","28",".786","6","32","33","9","2","16","32"
"3196","WAS","3",2015-10-31,"Home","NYK","L","110","117","38","90",".422","6","22",".273","28","33",".848","11","43","17","9","3","17","32","41","86",".477","9","19",".474","26","32",".813","9","40","21","8","5","18","30"
"4196","WAS","4",2015-11-04,"Home","SAS","W","102","99","42","87",".483","8","23",".348","10","14",".714","4","33","27","11","3","10","19","37","81",".457","7","22",".318","18","20",".900","9","49","21","5","3","20","21"
"5196","WAS","5",2015-11-06,"Away","BOS","L","98","118","36","88",".409","8","25",".320","18","23",".783","10","45","23","10","8","24","27","44","97",".454","12","30",".400","18","23",".783","15","53","24","18","5","17","21"
"6196","WAS","6",2015-11-07,"Away","ATL","L","99","114","38","78",".487","8","24",".333","15","17",".882","8","41","27","11","3","24","18","43","92",".467","13","33",".394","15","15","1.000","10","39","37","12","4","14","15"
"7196","WAS","7",2015-11-10,"Home","OKC","L","101","125","38","97",".392","5","24",".208","20","26",".769","12","41","17","8","5","8","22","44","86",".512","15","23",".652","22","29",".759","10","53","27","4","2","12","22"
"878","WAS","8",2015-11-14,"Home","ORL","W","108","99","39","83",".470","12","29",".414","18","26",".692","7","49","29","6","6","11","23","38","87",".437","4","18",".222","19","24",".792","6","45","19","7","2","12","22"
"959","WAS","9",2015-11-17,"Home","MIL","W","115","86","37","70",".529","12","22",".545","29","41",".707","6","42","25","8","3","12","19","31","72",".431","10","21",".476","14","24",".583","6","34","22","5","3","19","27"
"1059","WAS","10",2015-11-21,"Away","DET","W","97","95","38","78",".487","7","19",".368","14","20",".700","9","42","22","10","0","11","19","36","79",".456","8","26",".308","15","21",".714","8","38","20","3","2","13","17"
"1197","WAS","11",2015-11-24,"Home","IND","L","106","123","38","83",".458","13","33",".394","17","24",".708","10","40","27","9","1","21","18","44","80",".550","19","26",".731","16","23",".696","7","41","25","11","0","20","18"
"1261","WAS","12",2015-11-25,"Away","CHO","L","87","101","31","87",".356","10","32",".313","15","18",".833","11","41","15","13","4","14","20","39","83",".470","8","26",".308","15","15","1.000","9","51","22","5","6","19","17"
"1359","WAS","13",2015-11-27,"Away","BOS","L","78","111","27","84",".321","5","18",".278","19","22",".864","13","46","16","7","4","22","19","42","97",".433","12","33",".364","15","19",".789","19","58","28","11","7","15","15"
"1459","WAS","14",2015-11-28,"Home","TOR","L","82","84","27","82",".329","7","23",".304","21","27",".778","10","42","20","11","3","14","16","31","72",".431","11","24",".458","11","14",".786","6","48","17","8","7","22","21"
"1559","WAS","15",2015-12-01,"Away","CLE","W","97","85","39","83",".470","7","28",".250","12","16",".750","2","39","23","7","5","12","23","28","83",".337","9","30",".300","20","23",".870","10","47","15","8","3","18","18"
"1659","WAS","16",2015-12-02,"Home","LAL","L","104","108","37","79",".468","7","21",".333","23","31",".742","8","41","24","11","2","23","15","41","96",".427","8","25",".320","18","20",".900","16","45","17","18","3","16","22"
"1759","WAS","17",2015-12-04,"Home","PHO","W","109","106","40","82",".488","10","26",".385","19","25",".760","15","41","19","9","2","21","21","43","84",".512","10","23",".435","10","16",".625","12","35","21","8","4","20","23"
"1859","WAS","18",2015-12-06,"Home","DAL","L","104","116","42","89",".472","8","27",".296","12","21",".571","6","31","22","9","0","6","22","38","76",".500","16","31",".516","24","27",".889","6","50","25","5","4","16","17"
"1959","WAS","19",2015-12-07,"Away","MIA","W","114","103","46","92",".500","9","18",".500","13","17",".765","12","37","23","7","2","10","19","41","69",".594","5","16",".313","16","22",".727","4","34","25","5","6","16","18"
"2059","WAS","20",2015-12-09,"Home","HOU","L","103","109","39","89",".438","5","25",".200","20","24",".833","11","47","20","8","3","18","25","40","83",".482","12","33",".364","17","25",".680","6","42","23","8","4","19","23"
"2197","WAS","21",2015-12-11,"Away","NOP","L","105","107","40","80",".500","12","27",".444","13","21",".619","6","33","27","10","1","10","17","39","79",".494","16","27",".593","13","18",".722","7","41","21","9","0","16","18"
"2261","WAS","22",2015-12-12,"Away","DAL","W","114","111","44","85",".518","14","29",".483","12","15",".800","4","39","33","6","6","13","22","38","89",".427","14","33",".424","21","24",".875","11","46","23","5","3","12","12"
"2359","WAS","23",2015-12-14,"Away","MEM","L","95","112","37","86",".430","9","24",".375","12","20",".600","10","36","22","9","3","14","13","44","78",".564","10","15",".667","14","15",".933","6","39","26","8","5","17","18"
"2459","WAS","24",2015-12-16,"Away","SAS","L","95","114","35","84",".417","3","15",".200","22","25",".880","10","38","22","6","4","12","18","44","83",".530","8","22",".364","18","23",".783","8","43","29","10","9","11","21"
"2559","WAS","25",2015-12-19,"Home","CHO","W","109","101","40","79",".506","9","20",".450","20","23",".870","5","38","26","10","4","14","14","39","93",".419","10","33",".303","13","16",".813","18","51","23","8","4","17","20"
"2659","WAS","26",2015-12-21,"Home","SAC","W","113","99","42","83",".506","14","24",".583","15","17",".882","4","38","31","9","5","11","19","37","91",".407","7","22",".318","18","22",".818","13","46","24","8","3","15","16"
"2759","WAS","27",2015-12-23,"Home","MEM","W","100","91","37","82",".451","11","25",".440","15","19",".789","12","44","26","3","2","14","23","33","72",".458","3","17",".176","22","32",".688","6","35","12","13","7","8","17"
"2859","WAS","28",2015-12-26,"Away","BRK","W","111","96","42","84",".500","12","27",".444","15","22",".682","7","39","32","10","5","11","20","43","89",".483","5","17",".294","5","16",".313","16","50","24","8","5","19","22"
"2959","WAS","29",2015-12-28,"Home","LAC","L","91","108","34","87",".391","7","24",".292","16","24",".667","13","45","19","10","3","16","18","41","78",".526","7","23",".304","19","25",".760","3","37","23","11","4","16","18"
"3059","WAS","30",2015-12-30,"Away","TOR","L","91","94","35","87",".402","8","22",".364","13","17",".765","8","44","24","8","4","10","27","28","82",".341","6","24",".250","32","39",".821","15","55","14","5","6","16","16"
"3197","WAS","31",2016-01-01,"Home","ORL","W","103","91","43","92",".467","8","26",".308","9","10",".900","12","46","25","11","5","9","11","40","85",".471","5","20",".250","6","8",".750","7","39","29","6","4","15","13"
"3261","WAS","32",2016-01-03,"Home","MIA","L","75","97","31","91",".341","4","30",".133","9","13",".692","11","45","19","5","2","10","12","39","86",".453","9","23",".391","10","12",".833","9","54","27","8","11","12","15"
"3359","WAS","33",2016-01-06,"Home","CLE","L","115","121","42","76",".553","14","24",".583","17","27",".630","5","33","31","7","1","12","18","48","89",".539","12","29",".414","13","19",".684","13","44","16","9","3","10","20"
"3459","WAS","34",2016-01-08,"Home","TOR","L","88","97","33","84",".393","8","25",".320","14","15",".933","7","35","18","9","9","19","22","34","75",".453","5","14",".357","24","26",".923","6","47","11","7","13","22","18"
"3559","WAS","35",2016-01-09,"Away","ORL","W","105","99","42","76",".553","13","23",".565","8","10",".800","4","27","29","10","3","15","24","38","74",".514","5","14",".357","18","24",".750","11","37","22","9","2","15","12"
"3659","WAS","36",2016-01-11,"Away","CHI","W","114","100","48","99",".485","9","24",".375","9","10",".900","13","43","31","10","7","9","23","34","81",".420","9","22",".409","23","27",".852","10","44","18","5","6","16","16"
"3759","WAS","37",2016-01-13,"Home","MIL","W","106","101","38","84",".452","12","27",".444","18","24",".750","9","30","27","18","4","16","26","38","72",".528","1","8",".125","24","34",".706","10","47","23","10","2","27","21"
"3859","WAS","38",2016-01-15,"Away","IND","W","118","104","51","98",".520","11","25",".440","5","10",".500","17","54","26","8","2","15","29","38","80",".475","3","17",".176","25","32",".781","6","35","19","9","3","13","12"
"3959","WAS","39",2016-01-16,"Home","BOS","L","117","119","40","89",".449","6","22",".273","31","36",".861","14","42","25","13","5","13","27","39","88",".443","9","29",".310","32","36",".889","17","47","27","7","3","16","25"
"4059","WAS","40",2016-01-18,"Home","POR","L","98","108","37","77",".481","9","21",".429","15","20",".750","4","35","25","6","3","9","16","43","84",".512","17","31",".548","5","11",".455","9","48","25","5","2","15","24"
"4197","WAS","41",2016-01-20,"Home","MIA","W","106","87","45","86",".523","5","16",".313","11","13",".846","11","34","27","11","3","10","19","33","68",".485","7","15",".467","14","18",".778","7","31","23","3","4","20","16"
"4261","WAS","42",2016-01-25,"Home","BOS","L","91","116","32","75",".427","7","24",".292","20","30",".667","5","39","24","5","3","20","19","44","90",".489","9","22",".409","19","23",".826","7","43","31","12","1","10","23"
"4359","WAS","43",2016-01-26,"Away","TOR","L","89","106","32","78",".410","4","15",".267","21","28",".750","7","35","20","7","3","11","24","35","79",".443","11","29",".379","25","32",".781","11","48","20","7","3","15","22"
"4459","WAS","44",2016-01-28,"Home","DEN","L","113","117","39","88",".443","11","28",".393","24","30",".800","12","41","21","13","7","14","28","41","81",".506","9","18",".500","26","33",".788","7","39","25","9","5","15","25"
"4559","WAS","45",2016-01-30,"Away","HOU","W","123","122","45","86",".523","11","32",".344","22","30",".733","7","45","30","6","5","12","25","41","86",".477","17","35",".486","23","33",".697","10","37","24","8","3","10","23"
"4659","WAS","46",2016-02-01,"Away","OKC","L","98","114","40","86",".465","7","26",".269","11","15",".733","2","27","20","8","3","13","18","43","83",".518","7","22",".318","21","27",".778","14","53","25","9","5","18","16"
"4759","WAS","47",2016-02-03,"Home","GSW","L","121","134","46","91",".505","8","23",".348","21","30",".700","4","38","26","16","4","13","22","49","93",".527","20","41",".488","16","29",".552","11","49","35","10","5","18","24"
"4859","WAS","48",2016-02-05,"Home","PHI","W","106","94","44","84",".524","6","22",".273","12","20",".600","9","46","26","7","4","13","15","37","87",".425","9","26",".346","11","14",".786","6","38","23","7","8","15","18"
"4959","WAS","49",2016-02-06,"Away","CHO","L","104","108","38","86",".442","9","25",".360","19","24",".792","8","44","22","9","5","11","21","38","81",".469","12","27",".444","20","25",".800","7","43","23","7","5","15","21"
"5059","WAS","50",2016-02-09,"Away","NYK","W","111","108","39","78",".500","16","26",".615","17","25",".680","2","32","26","8","4","10","18","44","83",".530","8","26",".308","12","14",".857","7","46","22","6","5","15","20"
"5197","WAS","51",2016-02-11,"Away","MIL","L","92","99","34","88",".386","6","32",".188","18","24",".750","9","38","25","8","6","14","24","36","82",".439","4","14",".286","23","32",".719","15","58","24","10","4","18","19"
"5261","WAS","52",2016-02-18,"Home","UTA","W","103","89","42","86",".488","7","18",".389","12","21",".571","6","36","25","14","10","11","20","31","77",".403","4","15",".267","23","29",".793","12","48","20","9","6","23","21"
"5359","WAS","53",2016-02-19,"Home","DET","W","98","86","36","78",".462","7","22",".318","19","26",".731","8","47","26","5","5","9","20","35","82",".427","7","23",".304","9","17",".529","6","41","13","2","3","12","20"
"5459","WAS","54",2016-02-20,"Away","MIA","L","94","114","40","99",".404","3","22",".136","11","21",".524","12","45","13","5","4","6","23","47","96",".490","2","13",".154","18","28",".643","19","67","23","2","9","7","20"
"5559","WAS","55",2016-02-23,"Home","NOP","W","109","89","43","94",".457","12","26",".462","11","17",".647","7","55","29","9","4","14","24","29","83",".349","6","23",".261","25","33",".758","8","48","17","8","4","16","17"
"5659","WAS","56",2016-02-24,"Away","CHI","L","104","109","38","90",".422","9","28",".321","19","26",".731","9","42","19","11","4","11","22","44","88",".500","8","23",".348","13","16",".813","7","50","26","6","2","15","22"
"5759","WAS","57",2016-02-26,"Away","PHI","W","103","94","40","94",".426","7","23",".304","16","17",".941","17","55","24","7","8","11","19","35","82",".427","8","25",".320","16","21",".762","7","41","21","10","5","11","19"
"5859","WAS","58",2016-02-28,"Home","CLE","W","113","99","39","79",".494","11","31",".355","24","34",".706","6","45","28","6","2","13","26","32","80",".400","9","29",".310","26","30",".867","6","39","20","6","2","14","26"
"5959","WAS","59",2016-02-29,"Home","PHI","W","116","108","43","89",".483","6","20",".300","24","31",".774","14","53","25","6","6","15","17","43","89",".483","10","32",".313","12","21",".571","6","32","27","8","4","11","27"
"6059","WAS","60",2016-03-02,"Away","MIN","W","104","98","42","84",".500","11","29",".379","9","13",".692","5","36","25","8","3","17","22","32","75",".427","5","14",".357","29","34",".853","9","45","17","8","2","19","20"
"6197","WAS","61",2016-03-04,"Away","CLE","L","83","108","32","81",".395","3","20",".150","16","24",".667","10","47","14","2","5","16","19","42","90",".467","12","27",".444","12","16",".750","8","47","24","9","5","9","19"
"6261","WAS","62",2016-03-05,"Home","IND","L","99","100","39","89",".438","6","15",".400","15","24",".625","14","46","25","7","4","16","21","37","83",".446","7","21",".333","19","20",".950","10","42","14","8","4","12","28"
"6359","WAS","63",2016-03-08,"Away","POR","L","109","116","45","99",".455","8","20",".400","11","23",".478","12","45","26","9","5","12","28","41","89",".461","10","24",".417","24","31",".774","13","53","24","2","4","20","27"
"6459","WAS","64",2016-03-11,"Away","UTA","L","93","114","35","80",".438","7","24",".292","16","22",".727","6","29","20","9","1","14","28","38","67",".567","9","16",".563","29","38",".763","4","42","15","10","4","18","19"
"6559","WAS","65",2016-03-12,"Away","DEN","L","100","116","36","86",".419","7","21",".333","21","29",".724","12","37","20","13","3","19","28","42","80",".525","8","24",".333","24","29",".828","9","44","24","10","8","21","27"
"6659","WAS","66",2016-03-14,"Home","DET","W","124","81","51","90",".567","8","18",".444","14","18",".778","5","40","34","11","3","10","22","32","79",".405","3","23",".130","14","22",".636","11","39","17","5","4","20","21"
"6759","WAS","67",2016-03-16,"Home","CHI","W","117","96","43","88",".489","13","21",".619","18","24",".750","9","47","25","12","6","15","19","35","87",".402","6","20",".300","20","23",".870","9","40","20","10","3","18","20"
"6859","WAS","68",2016-03-17,"Away","PHI","W","99","94","40","90",".444","6","27",".222","13","19",".684","12","60","25","8","1","22","17","35","91",".385","6","33",".182","18","26",".692","8","40","17","16","3","11","20"
"6959","WAS","69",2016-03-19,"Home","NYK","W","99","89","39","87",".448","8","29",".276","13","17",".765","8","42","24","7","4","8","16","32","81",".395","10","21",".476","15","17",".882","9","42","21","2","9","17","18"
"7059","WAS","70",2016-03-21,"Away","ATL","W","117","102","46","91",".505","13","25",".520","12","20",".600","9","44","27","10","3","9","17","38","78",".487","13","33",".394","13","17",".765","2","33","23","5","6","14","15"
"7197","WAS","71",2016-03-23,"Home","ATL","L","101","122","39","92",".424","12","30",".400","11","12",".917","10","43","25","7","2","18","22","45","84",".536","17","42",".405","15","22",".682","7","41","32","10","5","16","17"
"7261","WAS","72",2016-03-25,"Home","MIN","L","129","132","50","100",".500","13","29",".448","16","23",".696","13","45","37","7","2","14","22","51","96",".531","8","26",".308","22","22","1.000","8","42","33","9","2","14","22"
"7359","WAS","73",2016-03-27,"Away","LAL","W","101","88","39","72",".542","7","18",".389","16","29",".552","6","42","23","12","2","18","17","33","87",".379","7","28",".250","15","17",".882","12","42","15","12","0","18","26"
"7459","WAS","74",2016-03-29,"Away","GSW","L","94","102","36","86",".419","5","23",".217","17","27",".630","7","48","26","6","7","17","19","38","87",".437","11","25",".440","15","23",".652","7","55","27","11","6","16","23"
"7559","WAS","75",2016-03-30,"Away","SAC","L","111","120","43","89",".483","9","26",".346","16","20",".800","10","42","30","6","4","20","19","47","84",".560","8","18",".444","18","25",".720","6","40","27","13","6","16","15"
"7659","WAS","76",2016-04-01,"Away","PHO","W","106","99","38","86",".442","10","26",".385","20","25",".800","9","44","22","6","7","12","24","36","93",".387","7","23",".304","20","26",".769","17","56","19","5","3","16","22"
"7759","WAS","77",2016-04-03,"Away","LAC","L","109","114","43","94",".457","11","30",".367","12","21",".571","17","51","31","8","1","14","29","43","85",".506","8","19",".421","20","33",".606","10","44","27","9","4","11","17"
"7859","WAS","78",2016-04-06,"Home","BRK","W","121","103","48","95",".505","8","28",".286","17","20",".850","16","53","36","7","10","11","19","39","92",".424","7","17",".412","18","24",".750","11","38","26","7","4","10","21"
"7959","WAS","79",2016-04-08,"Away","DET","L","99","112","38","86",".442","6","19",".316","17","23",".739","11","36","19","5","1","12","23","36","77",".468","14","32",".438","26","29",".897","7","44","17","5","2","12","18"
"8059","WAS","80",2016-04-10,"Home","CHO","W","113","98","42","80",".525","9","21",".429","20","28",".714","4","48","27","8","5","12","23","28","81",".346","12","33",".364","30","35",".857","9","46","21","7","2","15","25"
"8160","WAS","81",2016-04-11,"Away","BRK","W","120","111","46","89",".517","9","25",".360","19","24",".792","9","47","27","8","1","14","18","44","98",".449","10","31",".323","13","21",".619","13","43","24","9","9","10","16"
"8259","WAS","82",2016-04-13,"Home","ATL","W","109","98","42","88",".477","9","28",".321","16","30",".533","11","51","25","14","4","19","22","32","81",".395","11","29",".379","23","31",".742","9","47","22","13","5","22","21"
"1198","ATL","1",2016-10-27,"Home","WAS","W","114","99","44","88",".500","12","26",".462","14","18",".778","14","52","28","13","7","21","19","40","94",".426","6","20",".300","13","18",".722","12","40","25","14","4","19","20"
"2198","ATL","2",2016-10-29,"Away","PHI","W","104","72","42","85",".494","5","20",".250","15","23",".652","6","47","31","11","7","12","14","28","80",".350","5","18",".278","11","15",".733","4","39","16","9","5","20","20"
"3198","ATL","3",2016-10-31,"Home","SAC","W","106","95","33","79",".418","11","30",".367","29","47",".617","17","43","24","11","6","13","20","36","75",".480","10","23",".435","13","19",".684","6","38","26","10","6","19","34"
"4198","ATL","4",2016-11-02,"Home","LAL","L","116","123","41","85",".482","11","32",".344","23","29",".793","10","37","30","10","1","18","19","48","90",".533","9","22",".409","18","20",".900","11","42","24","11","9","15","25"
"5198","ATL","5",2016-11-04,"Away","WAS","L","92","95","32","83",".386","5","25",".200","23","36",".639","10","47","22","12","3","18","24","31","80",".388","5","20",".250","28","35",".800","11","46","13","7","3","19","23"
"6198","ATL","6",2016-11-05,"Home","HOU","W","112","97","45","85",".529","8","20",".400","14","24",".583","13","44","29","17","6","19","13","37","85",".435","12","36",".333","11","13",".846","12","43","22","9","7","26","26"
"7198","ATL","7",2016-11-08,"Away","CLE","W","110","106","41","81",".506","11","29",".379","17","24",".708","11","50","22","1","4","19","21","37","99",".374","11","42",".262","21","25",".840","13","39","21","12","1","6","20"
"879","ATL","8",2016-11-09,"Home","CHI","W","115","107","42","83",".506","9","20",".450","22","27",".815","13","48","24","8","7","21","20","41","91",".451","9","27",".333","16","21",".762","8","31","24","14","3","13","21"
"960","ATL","9",2016-11-12,"Home","PHI","W","117","96","48","95",".505","13","32",".406","8","14",".571","15","52","31","10","6","16","14","36","83",".434","11","29",".379","13","20",".650","10","39","21","14","4","19","20"
"1060","ATL","10",2016-11-15,"Away","MIA","W","93","90","37","80",".463","6","17",".353","13","19",".684","6","35","18","14","4","19","13","36","89",".404","7","23",".304","11","14",".786","17","48","13","11","7","23","23"
"1199","ATL","11",2016-11-16,"Home","MIL","W","107","100","35","72",".486","10","32",".313","27","31",".871","3","39","29","6","8","16","17","39","98",".398","8","32",".250","14","18",".778","15","47","25","9","2","14","25"
"1262","ATL","12",2016-11-18,"Away","CHO","L","96","100","39","84",".464","7","28",".250","11","17",".647","8","49","25","9","6","16","18","37","90",".411","10","29",".345","16","24",".667","8","44","25","11","4","11","16"
"1360","ATL","13",2016-11-20,"Away","NYK","L","94","104","34","85",".400","6","21",".286","20","29",".690","14","48","17","7","6","13","15","42","88",".477","10","27",".370","10","14",".714","11","50","21","8","1","15","23"
"1460","ATL","14",2016-11-22,"Home","NOP","L","94","112","39","85",".459","10","29",".345","6","10",".600","6","40","22","5","6","15","15","45","86",".523","11","25",".440","11","12",".917","5","40","29","11","9","9","16"
"1560","ATL","15",2016-11-23,"Away","IND","W","96","85","36","85",".424","5","20",".250","19","22",".864","17","56","17","11","7","21","18","34","84",".405","7","27",".259","10","14",".714","7","37","16","15","5","18","20"
"1660","ATL","16",2016-11-25,"Away","UTA","L","68","95","26","83",".313","8","25",".320","8","12",".667","6","40","11","8","4","14","16","35","80",".438","10","34",".294","15","18",".833","9","55","17","9","9","16","16"
"1760","ATL","17",2016-11-27,"Away","LAL","L","94","109","39","88",".443","12","35",".343","4","10",".400","7","38","25","5","6","12","19","42","95",".442","8","20",".400","17","20",".850","15","53","20","7","2","9","15"
"1860","ATL","18",2016-11-28,"Away","GSW","L","100","105","36","85",".424","7","29",".241","21","30",".700","13","50","20","11","4","18","22","37","85",".435","12","35",".343","19","24",".792","7","41","25","6","10","14","20"
"1960","ATL","19",2016-11-30,"Away","PHO","L","107","109","45","89",".506","9","25",".360","8","10",".800","7","40","20","9","6","20","22","40","89",".449","10","21",".476","19","25",".760","13","41","15","11","4","15","17"
"2060","ATL","20",2016-12-02,"Home","DET","L","85","121","32","88",".364","6","24",".250","15","20",".750","6","32","22","6","2","7","12","48","89",".539","17","29",".586","8","12",".667","11","54","28","4","3","15","15"
"2199","ATL","21",2016-12-03,"Away","TOR","L","84","128","35","88",".398","7","28",".250","7","14",".500","13","38","21","7","5","18","13","53","92",".576","13","24",".542","9","11",".818","12","48","28","14","7","12","17"
